,Unnamed: 0,text,label,tidy_tweet,tidy_tweet_tokens,tokens_no_stop
2326,3336,Made some banana and nutella bread #yum #TakingYouHome #helenaandvikki #Mkr,none,made some banana nutella bread,"['make|VERB', 'some|DET', 'banana|NOUN', 'nutella|NOUN', 'bread|NOUN']","['make|VERB', 'banana|NOUN', 'nutella|NOUN', 'bread|NOUN']"
2327,3337,Made some of @helenaandvikki marinated feta #TakingYouHome #Mkr #vazo #feta,none,made some marinated feta,"['make|VERB', 'some|DET', 'marinated|ADJ', 'feta|NOUN']","['make|VERB', 'marinated|ADJ', 'feta|NOUN']"
2328,3338,"Oh my gosh they played ""Ready to Run"" on #MKR tonight!! I was soo happy!!",none,gosh they played ready tonight happy,"['gosh|INTJ', 'play|VERB', 'ready|ADJ', 'tonight|NOUN', 'happy|ADJ']","['gosh|INTJ', 'play|VERB', 'ready|ADJ', 'tonight|NOUN', 'happy|ADJ']"
2329,3339,"RT @TheOnlyAnimal93: Kat and Andre are bad representatives of Perth. Non WA's, I promise most people in Perth are more like Eva &amp; Debra! #m…",none,andre representatives perth promise most people perth more like debra,"['promise|VERB', 'most|ADJ', 'people|NOUN', 'perth|VERB', 'more|ADV', 'like|SCONJ']","['promise|VERB', 'people|NOUN', 'perth|VERB', 'like|SCONJ']"
2330,3344,Manu is apparently showing signs of stress from working with a 'Flesh Coloured Dalek' #mkr,none,manu apparently showing signs stress from working with flesh coloured dalek,"['apparently|ADV', 'show|VERB', 'sign|NOUN', 'stress|NOUN', 'from|ADP', 'work|VERB', 'with|ADP', 'flesh|NOUN', 'colour|VERB']","['apparently|ADV', 'show|VERB', 'sign|NOUN', 'stress|NOUN', 'work|VERB', 'flesh|NOUN', 'colour|VERB']"
2331,3345,"RT @JohnCesters: Did you know that In comparison to lean cuts of beef, game meat has about 1/3 fewer calories? #prahranmarket #chicken #MKR",none,know that comparison lean cuts beef game meat about fewer calories,"['know|VERB', 'that|SCONJ', 'comparison|NOUN', 'game|NOUN', 'meat|NOUN', 'about|ADP', 'few|ADJ', 'calorie|NOUN']","['know|VERB', 'comparison|NOUN', 'game|NOUN', 'meat|NOUN', 'calorie|NOUN']"
2332,3346,Loved watching the qld boys cook up some #candypig on #MKR http://t.co/rvkykeXqqh,none,loved watching boys cook some,"['love|VERB', 'watch|VERB', 'boy|NOUN', 'cook|VERB', 'some|DET']","['love|VERB', 'watch|VERB', 'boy|NOUN', 'cook|VERB']"
2333,3347,@mykitchenrules Colin's jokes are making this episode even better xD #mkr #mkr2015,none,colin jokes making this episode even better,"['make|VERB', 'this|DET', 'episode|NOUN', 'even|ADV', 'well|ADV']","['make|VERB', 'episode|NOUN', 'even|ADV', 'well|ADV']"
2334,3349,Time to catch up on #MKR and say goodnight.  But I'll probably get up and make myself something to eat soon anyway.,none,time catch goodnight probably make myself something soon anyway,"['time|NOUN', 'goodnight|NOUN', 'probably|ADV', 'make|VERB', 'soon|ADV', 'anyway|ADV']","['time|NOUN', 'goodnight|NOUN', 'probably|ADV', 'make|VERB', 'soon|ADV', 'anyway|ADV']"
2335,3350,#MKR star and chef Pete Evans says his critics will eat humble pie. http://t.co/LWCu31ImVg http://t.co/JnYJYnM8Pz,none,star chef pete evans says critics will humble,"['say|VERB', 'critic|NOUN', 'will|VERB', 'humble|VERB']","['say|VERB', 'critic|NOUN', 'humble|VERB']"
2336,3351,"#MKR contestant Annie Caroline was shocked by constant negative comments from  #Perth rivals.
http://t.co/qU04wp7xyu http://t.co/AgSJFt2xZU",none,contestant annie caroline shocked constant negative comments from rivals,"['shock|VERB', 'constant|ADJ', 'negative|ADJ', 'comment|NOUN', 'from|ADP', 'rival|NOUN']","['shock|VERB', 'constant|ADJ', 'negative|ADJ', 'comment|NOUN', 'rival|NOUN']"
2337,3353,"@SevenNetwork Suggest you drop #peteevans, a dangerous grubby #paleo lunatic from #mkr. Colin a funnier, better chef &amp; judge #mykitchenfools",none,suggest drop dangerous grubby lunatic from colin funnier better chef judge,"['suggest|VERB', 'drop|VERB', 'dangerous|ADJ', 'grubby|ADJ', 'lunatic|ADJ', 'from|ADP', 'funnier|ADV', 'well|ADJ', 'chef|NOUN', 'judge|NOUN']","['suggest|VERB', 'drop|VERB', 'dangerous|ADJ', 'grubby|ADJ', 'lunatic|ADJ', 'funnier|ADV', 'well|ADJ', 'chef|NOUN', 'judge|NOUN']"
2338,3354,@mykitchenrules Pete Evans a grubby #paleo faddist endangering kids lives. Real palaeolithic babies were breast fed #mykitchenfools #mkr,none,pete evans grubby faddist endangering kids lives real palaeolithic babies were breast,"['grubby|ADJ', 'faddist|NOUN', 'endanger|VERB', 'kid|NOUN', 'live|VERB', 'real|ADJ', 'palaeolithic|ADJ', 'baby|NOUN', 'be|AUX', 'breast|NOUN']","['grubby|ADJ', 'faddist|NOUN', 'endanger|VERB', 'kid|NOUN', 'live|VERB', 'real|ADJ', 'palaeolithic|ADJ', 'baby|NOUN', 'breast|NOUN']"
2339,3355,Anyone else sick of hearing #Smashitoutoftheballpark from contestants on #MKR? Get a new script. RT if you agree.,none,anyone else sick hearing from contestants script agree,"['else|ADV', 'sick|ADJ', 'hearing|NOUN', 'from|ADP', 'contestant|NOUN', 'script|NOUN', 'agree|VERB']","['else|ADV', 'sick|ADJ', 'hearing|NOUN', 'contestant|NOUN', 'script|NOUN', 'agree|VERB']"
2340,3356,New #Coffee Instagram by @ciel.vin Feeling warm with a kind warm message #kinbyus #coffee #mkr #uelshanelle http://t.co/YJsB5cSg7G,none,instagram feeling warm with kind warm message,"['feel|VERB', 'warm|ADJ', 'with|ADP', 'kind|ADJ', 'warm|ADJ', 'message|NOUN']","['feel|VERB', 'warm|ADJ', 'kind|ADJ', 'warm|ADJ', 'message|NOUN']"
2341,3357,"RT @spanner77: Great to have the new darlings of Aussie TV, Ash and Camilla on my morning #TMS7 #MKR http://t.co/Quws4nhfcd",none,great have darlings aussie camilla morning,"['great|ADJ', 'have|AUX', 'darling|NOUN', 'morning|NOUN']","['great|ADJ', 'darling|NOUN', 'morning|NOUN']"
2342,3359,Time to cheer on twinners @helenaandvikki on #mkr! Learn more about them here: http://t.co/t0cKsvGbN7,none,time cheer twinners learn more about them here,"['time|NOUN', 'cheer|NOUN', 'twinner|NOUN', 'learn|VERB', 'more|ADJ', 'about|ADP', 'here|ADV']","['time|NOUN', 'cheer|NOUN', 'twinner|NOUN', 'learn|VERB']"
2343,3360,I want those caramelised bananas and coconut crumb pancakes! #mkr,none,want those caramelised bananas coconut crumb pancakes,"['want|VERB', 'those|DET', 'caramelised|ADJ', 'banana|NOUN', 'pancake|NOUN']","['want|VERB', 'caramelised|ADJ', 'banana|NOUN', 'pancake|NOUN']"
2344,3363,Can a camper please push #katandandre into that lake? Wash that #smug look of their face #mkr,none,camper please push into that lake wash that look their face,"['camper|NOUN', 'please|INTJ', 'push|VERB', 'into|ADP', 'that|DET', 'wash|VERB', 'that|DET', 'look|VERB', '-PRON-|DET', 'face|NOUN']","['camper|NOUN', 'please|INTJ', 'push|VERB', 'wash|VERB', 'look|VERB', 'face|NOUN']"
2345,3365,I hope it's double elimination #mkr,none,hope double elimination,"['hope|VERB', 'double|ADJ', 'elimination|NOUN']","['hope|VERB', 'double|ADJ', 'elimination|NOUN']"
2346,3366,@AnthoBuzzTV pretty sure they're Channel 7 stooges designed to get the twitterverse fired up. Seems to be working #mkr,none,pretty sure they channel stooges designed twitterverse fired seems working,"['pretty|ADV', 'sure|ADV', 'channel|VERB', 'stooge|NOUN', 'design|VERB', 'twitterverse|NOUN', 'fire|VERB', 'seem|VERB', 'work|VERB']","['pretty|ADV', 'sure|ADV', 'channel|VERB', 'stooge|NOUN', 'design|VERB', 'twitterverse|NOUN', 'fire|VERB', 'seem|VERB', 'work|VERB']"
2347,3369,Anyone else wants to punch Drasco in the head #mkr,none,anyone else wants punch drasco head,"['else|ADV', 'want|VERB', 'punch|VERB', 'head|NOUN']","['else|ADV', 'want|VERB', 'punch|VERB', 'head|NOUN']"
2348,3371,I would love to eat meatballs next time I'm at the library or Disneyland Lloyd. #cock #mkr,none,would love meatballs next time library disneyland lloyd,"['would|VERB', 'love|VERB', 'meatball|NOUN', 'next|ADJ', 'time|NOUN']","['would|VERB', 'love|VERB', 'meatball|NOUN', 'next|ADJ', 'time|NOUN']"
2349,3373,@CodyWalters__ #mkr hi nanny hope everyone loves likes the dishes :),none,nanny hope everyone loves likes dishes,"['hope|VERB', 'love|VERB', 'like|VERB', 'dish|NOUN']","['hope|VERB', 'love|VERB', 'like|VERB', 'dish|NOUN']"
2350,3376,"Catching up on tonights episode, Kat needs to go. The fuck kind of attitude is that to have because of someone else's downfall. #MKR",none,catching tonights episode needs fuck kind attitude that have because someone else downfall,"['catch|VERB', 'tonight|NOUN', 'need|VERB', 'fuck|ADJ', 'kind|ADJ', 'attitude|NOUN', 'that|DET', 'have|AUX', 'because|SCONJ', 'else|ADV', 'downfall|VERB']","['catch|VERB', 'tonight|NOUN', 'need|VERB', 'fuck|ADJ', 'kind|ADJ', 'attitude|NOUN', 'else|ADV', 'downfall|VERB']"
2351,3377,Let the best tasting food win #mkr,none,best tasting food,"['well|ADV', 'tasting|ADJ', 'food|NOUN']","['well|ADV', 'tasting|ADJ', 'food|NOUN']"
2352,3378,@Alicia_1386 did you mean sudden death. . They should suffer slowly I would say #katandandre #mkr,none,mean sudden death they should suffer slowly would,"['mean|VERB', 'sudden|ADJ', 'death|NOUN', 'should|VERB', 'suffer|VERB', 'slowly|ADV', 'would|VERB']","['mean|VERB', 'sudden|ADJ', 'death|NOUN', 'suffer|VERB', 'slowly|ADV', 'would|VERB']"
2353,3379,Hope the campers judge #katandandre strategically #mkr,none,hope campers judge strategically,"['camper|NOUN', 'judge|VERB', 'strategically|ADV']","['camper|NOUN', 'judge|VERB', 'strategically|ADV']"
2354,3380,"@sarahnewbold Used to hate #mkr, now I enjoy watching the producers brazenly manipulate perceptions. It's almost art.",none,used hate enjoy watching producers brazenly manipulate perceptions almost,"['use|VERB', 'hate|NOUN', 'enjoy|VERB', 'watch|VERB', 'producer|NOUN', 'brazenly|ADV', 'manipulate|VERB', 'perception|NOUN', 'almost|ADV']","['use|VERB', 'hate|NOUN', 'enjoy|VERB', 'watch|VERB', 'producer|NOUN', 'brazenly|ADV', 'manipulate|VERB', 'perception|NOUN', 'almost|ADV']"
2355,3381,RT @australiacamper: Some yummy camping food on #mkr tonight! And some not so good food.,none,some yummy camping food tonight some good food,"['some|DET', 'yummy|ADJ', 'camping|NOUN', 'food|NOUN', 'tonight|NOUN', 'some|DET', 'good|ADJ', 'food|NOUN']","['yummy|ADJ', 'camping|NOUN', 'food|NOUN', 'tonight|NOUN', 'good|ADJ', 'food|NOUN']"
2356,3382,@mykitchenrules time! THE TEXAN IS BACK BABY! #mykitchenrules #mkr,none,time texan back baby,"['texan|VERB', 'back|ADP', 'baby|NOUN']","['texan|VERB', 'back|ADP', 'baby|NOUN']"
2357,3383,Hey Kat and Andre .... you served soggy bread ... SUCKKKKERS! ROFL #mkr,none,andre served soggy bread suckkkkers rofl,"['serve|VERB', 'bread|NOUN', 'suckkkker|NOUN']","['serve|VERB', 'bread|NOUN', 'suckkkker|NOUN']"
2358,3384,RT @JulianDeVizio: Can't get enough of My Kitchen Rules at the moment #MKR,none,enough kitchen rules moment,"['enough|ADJ', 'kitchen|NOUN', 'rule|VERB', 'moment|NOUN']","['enough|ADJ', 'kitchen|NOUN', 'rule|VERB', 'moment|NOUN']"
2359,3385,"""@TVWEEKmag: ""There is only 1 way to stay in the comp Cook some good food."" -Ouch @manufeildel, ouch #mkr http://t.co/ngQhGsOtev"" @biljanab",none,there only stay comp cook some good food ouch ouch,"['only|ADV', 'stay|VERB', 'comp|NOUN', 'cook|NOUN', 'some|DET', 'good|ADJ', 'ouch|NOUN', 'ouch|NOUN']","['stay|VERB', 'comp|NOUN', 'cook|NOUN', 'good|ADJ', 'ouch|NOUN', 'ouch|NOUN']"
2360,3386,"Popped a quick dinner in the oven, went and had a shower then sat down to watch #mkr. I think, dinner should be ready now...",none,popped quick dinner oven went shower then down watch think dinner should ready,"['pop|VERB', 'quick|ADJ', 'dinner|NOUN', 'go|VERB', 'shower|NOUN', 'then|ADV', 'down|ADP', 'watch|NOUN', 'think|NOUN', 'dinner|NOUN', 'should|VERB', 'ready|ADJ']","['pop|VERB', 'quick|ADJ', 'dinner|NOUN', 'go|VERB', 'shower|NOUN', 'watch|NOUN', 'think|NOUN', 'dinner|NOUN', 'ready|ADJ']"
2361,3388,"Wow, can't help but feel the blondes were robbed #mkr #mkr2015",none,help feel blondes were robbed,"['help|VERB', 'feel|VERB', 'blonde|NOUN', 'be|AUX', 'rob|VERB']","['help|VERB', 'feel|VERB', 'blonde|NOUN', 'rob|VERB']"
2362,3390,"We're going camping on #MKR, or as Ash &amp; Camilla would prefer -#GLAMPING ! Breakfast for 200? No worries! http://t.co/e57hV6hMXz",none,going camping camilla would prefer breakfast worries,"['go|VERB', 'camping|NOUN', 'would|VERB', 'prefer|VERB', 'breakfast|NOUN', 'worry|NOUN']","['go|VERB', 'camping|NOUN', 'would|VERB', 'prefer|VERB', 'breakfast|NOUN', 'worry|NOUN']"
2363,3391,Kat should be kicked off for bullying. Disgraceful behaviour. #MKR,none,should kicked bullying disgraceful behaviour,"['should|VERB', 'kicked|VERB', 'bully|VERB', 'disgraceful|ADJ', 'behaviour|NOUN']","['kicked|VERB', 'bully|VERB', 'disgraceful|ADJ', 'behaviour|NOUN']"
2364,3394,@mykitchenrules what is the difference between hot cakes and pancakes #mkr,none,what difference between cakes pancakes,"['what|DET', 'difference|NOUN', 'between|ADP', 'cake|NOUN', 'pancake|NOUN']","['difference|NOUN', 'cake|NOUN', 'pancake|NOUN']"
2365,3397,The boys corn and zucchini fritters are going to kill it! #yum #MKR #hungrycampers,none,boys corn zucchini fritters going kill,"['boy|NOUN', 'corn|NOUN', 'zucchini|NOUN', 'fritter|NOUN', 'go|VERB', 'kill|VERB']","['boy|NOUN', 'corn|NOUN', 'zucchini|NOUN', 'fritter|NOUN', 'go|VERB', 'kill|VERB']"
2366,3398,The boys fritters are going to kill it!! #MKR,none,boys fritters going kill,"['boy|NOUN', 'fritter|NOUN', 'go|VERB', 'kill|VERB']","['boy|NOUN', 'fritter|NOUN', 'go|VERB', 'kill|VERB']"
2367,3400,Mmm the pancakes are mouth watering I wish I was there #Mkr,none,pancakes mouth watering wish there,"['pancake|VERB', 'watering|NOUN', 'wish|VERB', 'there|ADV']","['pancake|VERB', 'watering|NOUN', 'wish|VERB']"
2368,3403,Breakfast tostadas with no Mexican seasoning and extra arrogance = 😛#MKR,none,breakfast tostadas with mexican seasoning extra arrogance,"['breakfast|NOUN', 'tostadas|NOUN', 'with|ADP', 'extra|ADJ', 'arrogance|NOUN']","['breakfast|NOUN', 'tostadas|NOUN', 'extra|ADJ', 'arrogance|NOUN']"
2369,3404,#mkr Jac and Shaz meal looks really good mum and i want it now #mkr,none,shaz meal looks really good want,"['meal|NOUN', 'look|VERB', 'really|ADV', 'good|ADJ', 'want|NOUN']","['meal|NOUN', 'look|VERB', 'really|ADV', 'good|ADJ', 'want|NOUN']"
2370,3405,#MKR Jac and Shaz meal looks really good mum and i want it now,none,shaz meal looks really good want,"['meal|NOUN', 'look|VERB', 'really|ADV', 'good|ADJ', 'want|NOUN']","['meal|NOUN', 'look|VERB', 'really|ADV', 'good|ADJ', 'want|NOUN']"
2371,3406,Nothing beats bacon when you are camping @MKR_Official #mmmmbacon #mkr,none,nothing beats bacon when camping,"['beat|VERB', 'bacon|NOUN', 'when|ADV', 'camping|NOUN']","['beat|VERB', 'bacon|NOUN', 'camping|NOUN']"
2372,3407,i actually hate the adelaide teams on #MKR this year ugh,none,actually hate adelaide teams this year,"['actually|ADV', 'hate|VERB', 'adelaide|NOUN', 'team|NOUN', 'this|DET', 'year|NOUN']","['actually|ADV', 'hate|VERB', 'adelaide|NOUN', 'team|NOUN', 'year|NOUN']"
2373,3408,@mykitchenrules So glad Colin has a bigger role in the show this season! Time to change it up! #KeepColin #mkr #amazing #ChangingOfTheGuard,none,glad colin bigger role show this season time change,"['big|ADJ', 'role|NOUN', 'show|VERB', 'this|DET', 'season|NOUN', 'time|NOUN', 'change|NOUN']","['big|ADJ', 'role|NOUN', 'show|VERB', 'season|NOUN', 'time|NOUN', 'change|NOUN']"
2374,3409,#weber representing on #mkr . A few of them might need a lesson or two in how to operate the #weberq though!,none,representing them might need lesson operate though,"['represent|VERB', 'may|VERB', 'need|VERB', 'lesson|NOUN', 'operate|VERB', 'though|ADV']","['represent|VERB', 'may|VERB', 'need|VERB', 'lesson|NOUN', 'operate|VERB', 'though|ADV']"
2375,3414,Last time I saw something this chaotic ...(long pause) .. Somebody ran into a beehive #MKR,none,last time something this chaotic long pause somebody into beehive,"['last|ADJ', 'time|NOUN', 'this|DET', 'chaotic|ADJ', 'long|ADJ', 'pause|NOUN', 'into|ADP', 'beehive|NOUN']","['last|ADJ', 'time|NOUN', 'chaotic|ADJ', 'long|ADJ', 'pause|NOUN', 'beehive|NOUN']"
2376,3416,$1.02 RT @Bropha: 100% certain its gunna be a death match between Kat and Andre and Annie and Lloyd #mkr #deathmatch,none,certain gunna death match between andre annie lloyd,"['certain|ADJ', 'death|NOUN', 'match|NOUN', 'between|ADP']","['certain|ADJ', 'death|NOUN', 'match|NOUN']"
2377,3419,"If Sheri and Emilie go home, im not watching the show anymore :( #mkr",none,sheri emilie home watching show anymore,"['watch|VERB', 'show|NOUN', 'anymore|ADV']","['watch|VERB', 'show|NOUN', 'anymore|ADV']"
2378,3421,I'm certain Pete has a spittoon for all non-Paleo food that he has to taste #MKR,none,certain pete spittoon paleo food that taste,"['certain|ADJ', 'food|NOUN', 'that|DET', 'taste|VERB']","['certain|ADJ', 'food|NOUN', 'taste|VERB']"
2379,3422,"#mkr Vicki &amp; Celine ""our strategy should be kick ass"" no, your strategy should be COOK FOOD",none,vicki celine strategy should kick your strategy should cook food,"['celine|NOUN', 'strategy|NOUN', 'should|VERB', 'kick|VERB', '-PRON-|DET', 'strategy|NOUN', 'should|VERB', 'cook|VERB', 'food|NOUN']","['celine|NOUN', 'strategy|NOUN', 'kick|VERB', 'strategy|NOUN', 'cook|VERB', 'food|NOUN']"
2380,3423,Kats the kind of person that would cheat to win and then still think that made her a better cook. So my new baddie #MKR,none,kats kind person that would cheat then still think that made better cook baddie,"['person|NOUN', 'that|DET', 'would|VERB', 'cheat|VERB', 'then|ADV', 'still|ADV', 'think|VERB', 'that|SCONJ', 'make|VERB', 'well|ADJ', 'cook|NOUN', 'baddie|VERB']","['person|NOUN', 'would|VERB', 'cheat|VERB', 'still|ADV', 'think|VERB', 'make|VERB', 'well|ADJ', 'cook|NOUN', 'baddie|VERB']"
2381,3424,Don't think I have ever seen a nastier piece of work than Kat and Andre. #mkr #oxygenthieves,none,think have ever seen nastier piece work than andre,"['think|VERB', 'have|AUX', 'ever|ADV', 'see|VERB', 'nasty|ADJ', 'piece|NOUN', 'work|NOUN', 'than|SCONJ']","['think|VERB', 'ever|ADV', 'see|VERB', 'nasty|ADJ', 'piece|NOUN', 'work|NOUN']"
2382,3428,tbh rooting for jane and emma bc we have that lawyer bond #opposites #mkr,none,rooting jane emma have that lawyer bond,"['root|VERB', 'have|AUX', 'that|DET', 'lawyer|NOUN', 'bond|NOUN']","['root|VERB', 'lawyer|NOUN', 'bond|NOUN']"
2383,3429,RT @greysfan: Vicky and Celine are the other team in sudden death. No surprise there although it would have been nice if it was Kat and And…,none,vicky celine other team sudden death surprise there although would have been nice,"['other|ADJ', 'team|NOUN', 'sudden|ADJ', 'death|NOUN', 'surprise|NOUN', 'there|ADV', 'although|SCONJ', 'would|VERB', 'have|AUX', 'be|AUX', 'nice|ADJ']","['team|NOUN', 'sudden|ADJ', 'death|NOUN', 'surprise|NOUN', 'although|SCONJ', 'would|VERB', 'nice|ADJ']"
2384,3431,"well that result feels rigged, especially with the amount of people for pancakes #mkr",none,well that result feels rigged especially with amount people pancakes,"['well|INTJ', 'that|DET', 'result|NOUN', 'feel|VERB', 'rig|VERB', 'especially|ADV', 'with|ADP', 'amount|NOUN', 'people|NOUN', 'pancake|NOUN']","['well|INTJ', 'result|NOUN', 'feel|VERB', 'rig|VERB', 'especially|ADV', 'amount|NOUN', 'people|NOUN', 'pancake|NOUN']"
2385,3432,My fave too now bring on the #salmondish #MKR yuuuummmm #peopleschoice http://t.co/aLVZUYUJ4y,none,fave bring yuuuummmm,"['fave|VERB', 'bring|VERB', 'yuuuummmm|NOUN']","['fave|VERB', 'bring|VERB', 'yuuuummmm|NOUN']"
2386,3433,One would think you’d taste your food before you serve it....for seasoning 😳 #puzzled #MKR #aus,none,would think taste your food before serve seasoning,"['would|VERB', 'think|VERB', 'taste|VERB', '-PRON-|DET', 'food|NOUN', 'before|ADP', 'serve|VERB', 'seasoning|NOUN']","['would|VERB', 'think|VERB', 'taste|VERB', 'food|NOUN', 'serve|VERB', 'seasoning|NOUN']"
2387,3434,"RT @G__Syd: if it's a Kat and Annie showdown, the 'sudden death' could be literal. #mkr",none,annie showdown sudden death could literal,"['sudden|ADJ', 'death|NOUN', 'could|VERB', 'literal|VERB']","['sudden|ADJ', 'death|NOUN', 'could|VERB', 'literal|VERB']"
2388,3435,I actually kinda like Ash and Camilla when the hell did that happen? #mkr,none,actually kinda like camilla when hell that happen,"['actually|ADV', 'like|SCONJ', 'when|ADV', 'hell|NOUN', 'that|DET', 'happen|VERB']","['actually|ADV', 'like|SCONJ', 'hell|NOUN', 'happen|VERB']"
2389,3436,It's the Victorian thing and the fact that they're not Kat and Andre lets be real here #mkr,none,victorian thing fact that they andre lets real here,"['victorian|ADJ', 'thing|NOUN', 'fact|NOUN', 'that|SCONJ', 'andre|VERB', 'let|VERB', 'real|ADV', 'here|ADV']","['victorian|ADJ', 'thing|NOUN', 'fact|NOUN', 'andre|VERB', 'let|VERB', 'real|ADV']"
2390,3438,#mkr I'm loving Colin apart of the judging this year !!! He is awesome @MKR_Official,none,loving colin apart judging this year awesome,"['love|VERB', 'apart|ADV', 'judge|VERB', 'this|DET', 'year|NOUN', 'awesome|ADV']","['love|VERB', 'apart|ADV', 'judge|VERB', 'year|NOUN', 'awesome|ADV']"
2391,3439,RT @davidlw80: #mkr officially lost any respect for Collin that I had left!,none,officially lost respect collin that left,"['officially|ADV', 'lose|VERB', 'respect|NOUN', 'collin|NOUN', 'that|DET', 'leave|VERB']","['officially|ADV', 'lose|VERB', 'respect|NOUN', 'collin|NOUN', 'leave|VERB']"
2392,3440,"""@Ima_TV_Junkie: What the hell were Annie and Lloyd thinking??  #BadChoiceSA #MKR"" Kat might get their wish of going up against her...",none,what hell were annie lloyd thinking might their wish going against,"['be|AUX', 'thinking|NOUN', 'may|VERB', '-PRON-|DET', 'wish|NOUN', 'go|VERB', 'against|ADP']","['thinking|NOUN', 'may|VERB', 'wish|NOUN', 'go|VERB']"
2393,3441,"Boyfriend: ""Sudden death is actually literal. The teams will have to live on the paleo diet and see who dies first."" #MKR",none,boyfriend sudden death actually literal teams will have live paleo diet dies first,"['boyfriend|VERB', 'sudden|ADJ', 'death|NOUN', 'actually|ADV', 'literal|ADJ', 'team|NOUN', 'will|VERB', 'have|AUX', 'live|ADJ', 'diet|NOUN', 'die|VERB', 'first|ADV']","['boyfriend|VERB', 'sudden|ADJ', 'death|NOUN', 'actually|ADV', 'literal|ADJ', 'team|NOUN', 'live|ADJ', 'diet|NOUN', 'die|VERB', 'first|ADV']"
2394,3443,.@mykitchenrules we LOVE the idea of a #campingchallenge #GreatAussieBBQ http://t.co/VWoeHKnaYM #katandandre are going down #MKR,none,love idea going down,"['love|NOUN', 'idea|NOUN', 'go|VERB', 'down|ADV']","['love|NOUN', 'idea|NOUN', 'go|VERB']"
2395,3444,Kat's attitude is getting on my nerves. @mykitchenrules #mkr #mkr2015,none,attitude getting nerves,"['attitude|NOUN', 'get|VERB', 'nerve|NOUN']","['attitude|NOUN', 'get|VERB', 'nerve|NOUN']"
2396,3445,Kat on #MKR says what every one else is thinking #smugfaces.,none,says what every else thinking,"['say|VERB', 'every|DET', 'else|ADV', 'think|VERB']","['say|VERB', 'every|DET', 'else|ADV', 'think|VERB']"
2397,3450,RT @mykitchenrules: Favourite (and cutest) review so far! Yummy! Yummy! Yummy! #mkr #hungrycampers,none,favourite cutest review yummy yummy yummy,"['favourite|ADJ', 'cut|ADJ', 'review|NOUN']","['favourite|ADJ', 'cut|ADJ', 'review|NOUN']"
2398,3451,Wow. I think Kat is the least likeable person ever! #mkr,none,think least likeable person ever,"['think|VERB', 'least|ADJ', 'likeable|ADJ', 'person|NOUN', 'ever|ADV']","['think|VERB', 'least|ADJ', 'likeable|ADJ', 'person|NOUN', 'ever|ADV']"
2399,3452,"Josh &amp; mum have the right combination. Adding extra bacon after a request, is the perfect touch. Well done. People like free add-ons. #mkr",none,josh have right combination adding extra bacon after request perfect touch well done people like free,"['have|AUX', 'right|ADJ', 'combination|NOUN', 'add|VERB', 'extra|ADJ', 'bacon|NOUN', 'after|ADP', 'request|NOUN', 'perfect|ADJ', 'touch|NOUN', 'well|ADV', 'do|VERB', 'people|NOUN', 'like|SCONJ', 'free|ADJ']","['right|ADJ', 'combination|NOUN', 'add|VERB', 'extra|ADJ', 'bacon|NOUN', 'request|NOUN', 'perfect|ADJ', 'touch|NOUN', 'well|ADV', 'people|NOUN', 'like|SCONJ', 'free|ADJ']"
2400,3453,That maple bacon w scrambled egg and toasted sourdough bread - Rosie's order for tomorrow's breakfast. Done. #mkr,none,that maple bacon scrambled toasted sourdough bread rosie order tomorrow breakfast done,"['that|SCONJ', 'scramble|VERB', 'toasted|ADJ', 'sourdough|NOUN', 'bread|NOUN', 'tomorrow|NOUN', 'breakfast|NOUN', 'do|VERB']","['scramble|VERB', 'toasted|ADJ', 'sourdough|NOUN', 'bread|NOUN', 'tomorrow|NOUN', 'breakfast|NOUN']"
2401,3454,Well now I just hope Kat and Andre crash and burn - nasty little biscuits #mkr,none,well just hope andre crash burn nasty little biscuits,"['well|INTJ', 'just|ADV', 'hope|VERB', 'crash|NOUN', 'burn|VERB', 'nasty|ADJ', 'little|ADJ', 'biscuit|NOUN']","['well|INTJ', 'hope|VERB', 'crash|NOUN', 'burn|VERB', 'nasty|ADJ', 'little|ADJ', 'biscuit|NOUN']"
2402,3455,"Haha Kate, wiped the smile off your face too #mkr",none,haha kate wiped smile your face,"['wipe|VERB', 'smile|VERB', '-PRON-|DET', 'face|NOUN']","['wipe|VERB', 'smile|VERB', 'face|NOUN']"
2403,3456,And that wipes the smile off YOUR face Kat #mkr,none,that wipes smile your face,"['that|SCONJ', 'wipe|NOUN', 'smile|VERB', '-PRON-|DET', 'face|NOUN']","['wipe|NOUN', 'smile|VERB', 'face|NOUN']"
2404,3458,"Please, please, please can Annie and Cat feature in an episode of Naked &amp;Afraid where they r stranded on an island together? #mkr",none,please please please annie feature episode naked afraid where they stranded island together,"['please|INTJ', 'please|INTJ', 'please|INTJ', 'feature|NOUN', 'episode|NOUN', 'where|ADV', 'strand|VERB', 'island|NOUN', 'together|ADV']","['please|INTJ', 'please|INTJ', 'please|INTJ', 'feature|NOUN', 'episode|NOUN', 'strand|VERB', 'island|NOUN', 'together|ADV']"
2405,3459,"Cardboard balls and that's not
Including the food Annie and Flloyd have butchered  #mkr http://t.co/KEU7Op5cIt",none,cardboard balls that including food annie flloyd have butchered,"['cardboard|NOUN', 'ball|NOUN', 'that|SCONJ', 'include|VERB', 'food|NOUN', 'have|AUX', 'butcher|VERB']","['cardboard|NOUN', 'ball|NOUN', 'include|VERB', 'food|NOUN', 'butcher|VERB']"
